lat,lon,depth_m,dataset,source
-35.6211,174.3883,103.2,SE Australia / NZ,OBIS / Squidle+
-35.7267,174.9227,134.9,SE Australia / NZ,OBIS / Squidle+
-34.9443,174.4442,99.3,SE Australia / NZ,OBIS / Squidle+
-35.6034,174.7309,101.7,SE Australia / NZ,OBIS / Squidle+
-35.5539,174.4876,128,SE Australia / NZ,OBIS / Squidle+
-35.2343,174.4133,80.2,SE Australia / NZ,OBIS / Squidle+
-35.3449,174.5498,96.7,SE Australia / NZ,OBIS / Squidle+
-35.3317,174.4669,106.5,SE Australia / NZ,OBIS / Squidle+
-34.8416,174.8636,128.1,SE Australia / NZ,OBIS / Squidle+
-35.4585,174.1698,79.5,SE Australia / NZ,OBIS / Squidle+
-35.0237,174.5273,131.9,SE Australia / NZ,OBIS / Squidle+
-35.4366,174.4936,82.4,SE Australia / NZ,OBIS / Squidle+
-35.8648,174.4662,107.4,SE Australia / NZ,OBIS / Squidle+
-36.0568,174.3399,127.6,SE Australia / NZ,OBIS / Squidle+
-35.3376,174.6794,123.6,SE Australia / NZ,OBIS / Squidle+
-35.7498,174.1308,122.8,SE Australia / NZ,OBIS / Squidle+
-35.4895,174.6885,89.2,SE Australia / NZ,OBIS / Squidle+
-35.0557,173.9525,134.5,SE Australia / NZ,OBIS / Squidle+
-35.4132,174.8883,69.1,SE Australia / NZ,OBIS / Squidle+
-35.5718,174.6755,70.4,SE Australia / NZ,OBIS / Squidle+
-35.9811,174.5129,94.4,SE Australia / NZ,OBIS / Squidle+
-35.7002,173.893,118.8,SE Australia / NZ,OBIS / Squidle+
-35.6439,174.4785,95,SE Australia / NZ,OBIS / Squidle+
-35.3289,174.3154,82.4,SE Australia / NZ,OBIS / Squidle+
-35.3791,174.7919,73.2,SE Australia / NZ,OBIS / Squidle+
-35.4965,174.0918,72.3,SE Australia / NZ,OBIS / Squidle+
-35.4549,174.0967,96.8,SE Australia / NZ,OBIS / Squidle+
-35.572,174.4438,102.8,SE Australia / NZ,OBIS / Squidle+
-35.4924,174.4862,130.5,SE Australia / NZ,OBIS / Squidle+
-35.4321,174.3432,100.6,SE Australia / NZ,OBIS / Squidle+
-35.3877,174.4539,88.5,SE Australia / NZ,OBIS / Squidle+
-35.0431,174.4342,114.6,SE Australia / NZ,OBIS / Squidle+
-35.778,174.3686,132.6,SE Australia / NZ,OBIS / Squidle+
-35.1313,174.3312,92.7,SE Australia / NZ,OBIS / Squidle+
-35.3321,174.4608,76.1,SE Australia / NZ,OBIS / Squidle+
-35.8863,174.7423,117.7,SE Australia / NZ,OBIS / Squidle+
-35.5693,174.9658,71.4,SE Australia / NZ,OBIS / Squidle+
-35.6573,174.7547,84.8,SE Australia / NZ,OBIS / Squidle+
-35.7333,174.5114,69.9,SE Australia / NZ,OBIS / Squidle+
-35.8845,174.1996,93.7,SE Australia / NZ,OBIS / Squidle+
-35.6235,174.7273,109.7,SE Australia / NZ,OBIS / Squidle+
-35.6088,174.8655,80.7,SE Australia / NZ,OBIS / Squidle+
-35.5809,174.4538,92.6,SE Australia / NZ,OBIS / Squidle+
-36.0153,174.4525,134.2,SE Australia / NZ,OBIS / Squidle+
-35.3896,174.8108,103.6,SE Australia / NZ,OBIS / Squidle+
-35.3134,174.5464,133.1,SE Australia / NZ,OBIS / Squidle+
-35.3026,175.0678,123.3,SE Australia / NZ,OBIS / Squidle+
-35.3073,174.4871,80.3,SE Australia / NZ,OBIS / Squidle+
-35.4499,174.0961,129,SE Australia / NZ,OBIS / Squidle+
-35.1329,174.7645,114.4,SE Australia / NZ,OBIS / Squidle+
-35.7191,174.5905,87.1,SE Australia / NZ,OBIS / Squidle+
-35.8067,174.4335,98.2,SE Australia / NZ,OBIS / Squidle+
-35.4155,174.1861,131.6,SE Australia / NZ,OBIS / Squidle+
-35.3898,174.7191,117.8,SE Australia / NZ,OBIS / Squidle+
-35.6866,174.6482,95.9,SE Australia / NZ,OBIS / Squidle+
-35.4908,174.5679,101.3,SE Australia / NZ,OBIS / Squidle+
-35.4192,174.8883,90.9,SE Australia / NZ,OBIS / Squidle+
-35.4051,174.234,75.6,SE Australia / NZ,OBIS / Squidle+
-35.2809,174.5517,71.1,SE Australia / NZ,OBIS / Squidle+
-35.2667,174.4378,93.2,SE Australia / NZ,OBIS / Squidle+
-36.1072,174.6288,75.4,SE Australia / NZ,OBIS / Squidle+
-35.068,174.6107,72,SE Australia / NZ,OBIS / Squidle+
-35.386,174.4707,97.4,SE Australia / NZ,OBIS / Squidle+
-35.6426,174.1255,68.4,SE Australia / NZ,OBIS / Squidle+
-35.7787,174.5118,106.1,SE Australia / NZ,OBIS / Squidle+
-35.2737,174.8701,103.9,SE Australia / NZ,OBIS / Squidle+
-35.418,174.0089,76.5,SE Australia / NZ,OBIS / Squidle+
-35.2305,174.3654,118.5,SE Australia / NZ,OBIS / Squidle+
-35.5151,174.6257,125.6,SE Australia / NZ,OBIS / Squidle+
-35.5609,174.2267,110.5,SE Australia / NZ,OBIS / Squidle+
-34.9396,174.2435,127.9,SE Australia / NZ,OBIS / Squidle+
-36.009,174.247,120.7,SE Australia / NZ,OBIS / Squidle+
-35.4023,174.3043,66.8,SE Australia / NZ,OBIS / Squidle+
-35.4038,174.5899,111,SE Australia / NZ,OBIS / Squidle+
-35.3903,174.9997,81.6,SE Australia / NZ,OBIS / Squidle+
-35.3605,174.6385,127.2,SE Australia / NZ,OBIS / Squidle+
-35.5691,174.2979,118.5,SE Australia / NZ,OBIS / Squidle+
-35.2084,174.3607,66.4,SE Australia / NZ,OBIS / Squidle+
-36.1136,174.2286,123.3,SE Australia / NZ,OBIS / Squidle+
-35.7014,174.3201,107.6,SE Australia / NZ,OBIS / Squidle+
-35.5298,174.3269,105.5,SE Australia / NZ,OBIS / Squidle+
-35.4592,174.8534,134.2,SE Australia / NZ,OBIS / Squidle+
-35.3984,174.6602,96.9,SE Australia / NZ,OBIS / Squidle+
-35.3402,174.0706,115.7,SE Australia / NZ,OBIS / Squidle+
-35.8771,174.7065,101.7,SE Australia / NZ,OBIS / Squidle+
-35.4981,174.8202,71,SE Australia / NZ,OBIS / Squidle+
-35.369,174.4422,112.1,SE Australia / NZ,OBIS / Squidle+
-35.1684,174.8397,67.6,SE Australia / NZ,OBIS / Squidle+
-35.5284,174.5853,105.3,SE Australia / NZ,OBIS / Squidle+
-35.1002,174.6606,126.8,SE Australia / NZ,OBIS / Squidle+
-35.5704,174.4197,135,SE Australia / NZ,OBIS / Squidle+
-35.5125,174.86,103.6,SE Australia / NZ,OBIS / Squidle+
-35.4599,174.5134,80.8,SE Australia / NZ,OBIS / Squidle+
-35.6256,174.4326,123.7,SE Australia / NZ,OBIS / Squidle+
-35.321,174.6167,82.4,SE Australia / NZ,OBIS / Squidle+
-35.8364,174.4723,95.7,SE Australia / NZ,OBIS / Squidle+
-35.5014,174.436,117.5,SE Australia / NZ,OBIS / Squidle+
-35.6351,174.6815,67.5,SE Australia / NZ,OBIS / Squidle+
-35.6368,174.4498,125.8,SE Australia / NZ,OBIS / Squidle+
-35.2121,174.3943,133.5,SE Australia / NZ,OBIS / Squidle+
-35.2369,174.3645,102.8,SE Australia / NZ,OBIS / Squidle+
-35.1005,174.1525,86,SE Australia / NZ,OBIS / Squidle+
-35.5659,174.9018,102,SE Australia / NZ,OBIS / Squidle+
-35.4919,174.3368,125.4,SE Australia / NZ,OBIS / Squidle+
-35.8879,174.4049,96.1,SE Australia / NZ,OBIS / Squidle+
-35.597,174.5217,73.5,SE Australia / NZ,OBIS / Squidle+
-35.059,174.3377,127.5,SE Australia / NZ,OBIS / Squidle+
-31.6041,158.4959,49.8,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.7916,159.1121,69.3,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.4895,159.1308,51.2,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.1884,158.9385,71.6,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.8945,158.8639,99.4,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.5635,158.7991,106.4,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.383,159.4886,74,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.0056,158.9258,106.8,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.6539,158.9911,101.6,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.1201,159.0268,71.2,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.6082,158.9423,48.8,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.7578,159.5975,70.2,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.7836,158.9971,52.9,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.5553,158.7277,110.6,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.5056,159.0784,85.1,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.5807,159.2739,108.7,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.2369,158.7453,104.4,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.4526,159.4177,106.5,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.5265,159.0688,99.7,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.6506,158.9545,61.7,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.824,159.2168,106.8,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.9898,158.6493,51,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.4466,159.3706,102.5,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.4937,158.8521,103.1,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.1587,158.7787,101.2,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.4272,158.8681,83.8,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.3007,159.0078,65.9,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.4898,158.7634,107.8,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.7046,158.3753,80.9,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.4276,159.0364,51.9,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.4151,159.2147,66.8,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.7043,158.9475,112.8,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.5072,159.0997,64.7,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-30.9998,159.1903,71,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.7823,158.7586,81,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.132,159.4261,76,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.5568,158.796,78.3,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
-31.1294,159.0126,87.2,Lord Howe / Norfolk Is.,Squidle+ / GlobalArchive
20.7892,-157.0454,143.1,Hawaii,OBIS / Asher et al. 2017
20.9835,-157.4416,103,Hawaii,OBIS / Asher et al. 2017
21.0778,-157.5072,104.6,Hawaii,OBIS / Asher et al. 2017
20.9719,-157.7838,125.3,Hawaii,OBIS / Asher et al. 2017
21.1647,-157.7893,87.3,Hawaii,OBIS / Asher et al. 2017
20.9583,-157.6368,103.2,Hawaii,OBIS / Asher et al. 2017
21.3022,-157.6084,107.2,Hawaii,OBIS / Asher et al. 2017
21.0426,-157.0844,126.2,Hawaii,OBIS / Asher et al. 2017
21.1731,-157.6408,145.9,Hawaii,OBIS / Asher et al. 2017
20.7036,-157.7864,98.2,Hawaii,OBIS / Asher et al. 2017
20.8354,-157.3227,118.4,Hawaii,OBIS / Asher et al. 2017
21.2724,-157.4599,100,Hawaii,OBIS / Asher et al. 2017
21.1272,-157.4717,144.7,Hawaii,OBIS / Asher et al. 2017
20.966,-157.1262,140.3,Hawaii,OBIS / Asher et al. 2017
20.9728,-157.2442,127.5,Hawaii,OBIS / Asher et al. 2017
21.1887,-157.2064,154,Hawaii,OBIS / Asher et al. 2017
20.944,-157.5611,130.5,Hawaii,OBIS / Asher et al. 2017
21.0187,-157.5417,112.2,Hawaii,OBIS / Asher et al. 2017
20.5885,-157.521,137.6,Hawaii,OBIS / Asher et al. 2017
21.4435,-157.7066,102,Hawaii,OBIS / Asher et al. 2017
21.1915,-157.7974,130.9,Hawaii,OBIS / Asher et al. 2017
21.2081,-157.4017,143.1,Hawaii,OBIS / Asher et al. 2017
20.5236,-157.5452,110,Hawaii,OBIS / Asher et al. 2017
20.9948,-157.4995,112.6,Hawaii,OBIS / Asher et al. 2017
20.8978,-157.2043,97.6,Hawaii,OBIS / Asher et al. 2017
20.6559,-157.6722,137.7,Hawaii,OBIS / Asher et al. 2017
21.1819,-157.0091,121.3,Hawaii,OBIS / Asher et al. 2017
21.3085,-157.6105,88.6,Hawaii,OBIS / Asher et al. 2017
20.8617,-157.3047,87.4,Hawaii,OBIS / Asher et al. 2017
20.9427,-157.7836,133.7,Hawaii,OBIS / Asher et al. 2017
21.4279,-157.4317,151.1,Hawaii,OBIS / Asher et al. 2017
20.5875,-157.6909,153.8,Hawaii,OBIS / Asher et al. 2017
21.1861,-157.6844,112.5,Hawaii,OBIS / Asher et al. 2017
20.9215,-157.8141,126.5,Hawaii,OBIS / Asher et al. 2017
20.9712,-157.5043,140.9,Hawaii,OBIS / Asher et al. 2017
20.8473,-157.3099,147.8,Hawaii,OBIS / Asher et al. 2017
21.2742,-157.543,86,Hawaii,OBIS / Asher et al. 2017
20.7182,-157.5663,122.9,Hawaii,OBIS / Asher et al. 2017
21.2407,-157.606,110,Hawaii,OBIS / Asher et al. 2017
21.3516,-157.3277,143.5,Hawaii,OBIS / Asher et al. 2017
20.5896,-157.2374,151.9,Hawaii,OBIS / Asher et al. 2017
20.7183,-158.0485,109.8,Hawaii,OBIS / Asher et al. 2017
21.1479,-157.6257,132.3,Hawaii,OBIS / Asher et al. 2017
20.7609,-157.2799,108.7,Hawaii,OBIS / Asher et al. 2017
20.8271,-157.1129,99.5,Hawaii,OBIS / Asher et al. 2017
20.8887,-157.3555,131.4,Hawaii,OBIS / Asher et al. 2017
20.9139,-157.5327,123.1,Hawaii,OBIS / Asher et al. 2017
21.1759,-157.348,133.1,Hawaii,OBIS / Asher et al. 2017
20.8492,-157.4456,134.3,Hawaii,OBIS / Asher et al. 2017
21.0223,-157.3685,147.7,Hawaii,OBIS / Asher et al. 2017
21.1844,-157.3845,138.1,Hawaii,OBIS / Asher et al. 2017
20.6149,-157.124,143,Hawaii,OBIS / Asher et al. 2017
20.8276,-157.4117,96.1,Hawaii,OBIS / Asher et al. 2017
21.2149,-157.5997,101.1,Hawaii,OBIS / Asher et al. 2017
20.9059,-157.2441,92.2,Hawaii,OBIS / Asher et al. 2017
20.3662,-157.7002,111.8,Hawaii,OBIS / Asher et al. 2017
20.7855,-157.5744,127,Hawaii,OBIS / Asher et al. 2017
21.204,-158.1003,114.4,Hawaii,OBIS / Asher et al. 2017
20.8934,-157.4515,122.7,Hawaii,OBIS / Asher et al. 2017
20.8988,-157.3424,136.9,Hawaii,OBIS / Asher et al. 2017
20.9636,-157.9306,88.7,Hawaii,OBIS / Asher et al. 2017
21.1799,-156.8652,90.5,Hawaii,OBIS / Asher et al. 2017
20.8772,-157.733,109.2,Hawaii,OBIS / Asher et al. 2017
21.119,-157.823,143.8,Hawaii,OBIS / Asher et al. 2017
21.1433,-157.5823,129.7,Hawaii,OBIS / Asher et al. 2017
20.7453,-157.4252,121.1,Hawaii,OBIS / Asher et al. 2017
20.9845,-157.61,123.1,Hawaii,OBIS / Asher et al. 2017
20.8654,-157.3758,123.5,Hawaii,OBIS / Asher et al. 2017
21.1042,-157.7226,103.1,Hawaii,OBIS / Asher et al. 2017
20.6229,-157.3171,139.2,Hawaii,OBIS / Asher et al. 2017
21.3848,-157.4683,130.8,Hawaii,OBIS / Asher et al. 2017
21.3365,-157.0277,118.2,Hawaii,OBIS / Asher et al. 2017
20.7893,-157.4051,135.4,Hawaii,OBIS / Asher et al. 2017
20.8325,-157.5112,101.9,Hawaii,OBIS / Asher et al. 2017
20.7729,-157.466,123.2,Hawaii,OBIS / Asher et al. 2017
20.9659,-157.3624,101.5,Hawaii,OBIS / Asher et al. 2017
20.8747,-157.702,137,Hawaii,OBIS / Asher et al. 2017
21.0282,-157.7517,105.3,Hawaii,OBIS / Asher et al. 2017
20.5312,-157.2854,101.7,Hawaii,OBIS / Asher et al. 2017
21.0396,-157.4789,127.8,Hawaii,OBIS / Asher et al. 2017
21.0039,-157.8704,120.2,Hawaii,OBIS / Asher et al. 2017
20.5998,-157.7413,90.4,Hawaii,OBIS / Asher et al. 2017
21.069,-157.4741,145.4,Hawaii,OBIS / Asher et al. 2017
21.0137,-157.2057,92.2,Hawaii,OBIS / Asher et al. 2017
20.9424,-157.4519,129.9,Hawaii,OBIS / Asher et al. 2017
20.9967,-157.5018,141.7,Hawaii,OBIS / Asher et al. 2017
21.0962,-157.6156,109.8,Hawaii,OBIS / Asher et al. 2017
21.0867,-157.6811,100.7,Hawaii,OBIS / Asher et al. 2017
20.8921,-157.6598,113.9,Hawaii,OBIS / Asher et al. 2017
21.2875,-157.389,108.4,Hawaii,OBIS / Asher et al. 2017
20.9909,-157.646,113.6,Hawaii,OBIS / Asher et al. 2017
20.966,-157.4534,154.1,Hawaii,OBIS / Asher et al. 2017
21.2362,-157.5751,144.3,Hawaii,OBIS / Asher et al. 2017
21.248,-157.4601,109,Hawaii,OBIS / Asher et al. 2017
20.8248,-157.245,90.3,Hawaii,OBIS / Asher et al. 2017
20.7522,-157.3004,109.6,Hawaii,OBIS / Asher et al. 2017
20.8236,-157.511,146.5,Hawaii,OBIS / Asher et al. 2017
20.7061,-157.748,134.2,Hawaii,OBIS / Asher et al. 2017
20.5547,-157.356,145.1,Hawaii,OBIS / Asher et al. 2017
21.0777,-157.4661,140.9,Hawaii,OBIS / Asher et al. 2017
20.9637,-157.753,111.7,Hawaii,OBIS / Asher et al. 2017
21.1606,-157.249,140.1,Hawaii,OBIS / Asher et al. 2017
20.9996,-157.281,136,Hawaii,OBIS / Asher et al. 2017
21.1023,-157.6732,154.8,Hawaii,OBIS / Asher et al. 2017
20.876,-156.8295,110.8,Hawaii,OBIS / Asher et al. 2017
20.76,-158.2847,153.6,Hawaii,OBIS / Asher et al. 2017
21.1945,-157.3385,140.8,Hawaii,OBIS / Asher et al. 2017
21.1903,-157.6202,147.5,Hawaii,OBIS / Asher et al. 2017
20.5666,-157.4518,96.5,Hawaii,OBIS / Asher et al. 2017
21.2193,-157.7623,92,Hawaii,OBIS / Asher et al. 2017
20.5567,-157.5615,153.9,Hawaii,OBIS / Asher et al. 2017
20.9886,-157.6534,112.1,Hawaii,OBIS / Asher et al. 2017
20.9013,-157.3756,115.9,Hawaii,OBIS / Asher et al. 2017
20.968,-157.3858,86.3,Hawaii,OBIS / Asher et al. 2017
21.2741,-157.3174,89.4,Hawaii,OBIS / Asher et al. 2017
20.6862,-157.4001,90.7,Hawaii,OBIS / Asher et al. 2017
20.9336,-157.5215,106.9,Hawaii,OBIS / Asher et al. 2017
21.6383,-157.5241,126.7,Hawaii,OBIS / Asher et al. 2017
20.6304,-157.0341,90.7,Hawaii,OBIS / Asher et al. 2017
20.8434,-157.2872,132.5,Hawaii,OBIS / Asher et al. 2017
20.9897,-157.5148,147.6,Hawaii,OBIS / Asher et al. 2017
21.05,-157.1248,95.2,Hawaii,OBIS / Asher et al. 2017
20.8667,-157.3872,85.2,Hawaii,OBIS / Asher et al. 2017
20.9335,-157.5249,109,Hawaii,OBIS / Asher et al. 2017
21.271,-157.7553,105.7,Hawaii,OBIS / Asher et al. 2017
20.9548,-157.4133,150.8,Hawaii,OBIS / Asher et al. 2017
21.0629,-157.3707,102.9,Hawaii,OBIS / Asher et al. 2017
21.0924,-157.66,120.5,Hawaii,OBIS / Asher et al. 2017
21.1018,-157.7496,94.8,Hawaii,OBIS / Asher et al. 2017
21.1231,-157.8323,147,Hawaii,OBIS / Asher et al. 2017
21.0137,-157.7184,134.5,Hawaii,OBIS / Asher et al. 2017
20.8228,-157.2322,133.4,Hawaii,OBIS / Asher et al. 2017
20.9854,-157.383,128.5,Hawaii,OBIS / Asher et al. 2017
20.7591,-157.7318,111.4,Hawaii,OBIS / Asher et al. 2017
-17.4767,-149.8955,68.1,French Polynesia,OBIS
-17.587,-150.196,70.3,French Polynesia,OBIS
-17.5296,-149.7341,61.4,French Polynesia,OBIS
-17.7748,-149.3805,103,French Polynesia,OBIS
-17.5708,-149.7988,76.8,French Polynesia,OBIS
-17.7724,-149.4237,73.4,French Polynesia,OBIS
-17.6014,-149.0668,81.1,French Polynesia,OBIS
-17.3683,-150.0408,87.7,French Polynesia,OBIS
-17.4399,-149.53,123.5,French Polynesia,OBIS
-17.2754,-149.7439,98.6,French Polynesia,OBIS
-17.378,-149.2606,95,French Polynesia,OBIS
-17.472,-149.4988,88.1,French Polynesia,OBIS
-17.2504,-149.4114,109.8,French Polynesia,OBIS
-17.2021,-149.4559,66.8,French Polynesia,OBIS
-17.8498,-149.4423,101.2,French Polynesia,OBIS
-17.277,-149.4177,64.7,French Polynesia,OBIS
-17.3055,-149.7431,74.9,French Polynesia,OBIS
-17.2645,-149.1796,98.6,French Polynesia,OBIS
-17.7272,-149.1177,91.6,French Polynesia,OBIS
-16.8978,-149.5377,106.7,French Polynesia,OBIS
-18.1486,-149.5454,57.3,French Polynesia,OBIS
-17.4983,-149.9602,98.5,French Polynesia,OBIS
-17.4705,-149.4587,84.2,French Polynesia,OBIS
-17.5374,-150.0634,103.7,French Polynesia,OBIS
-17.313,-149.5508,113,French Polynesia,OBIS
-17.469,-149.8723,64.4,French Polynesia,OBIS
-17.6945,-149.7015,55.2,French Polynesia,OBIS
-17.1475,-149.5408,82.4,French Polynesia,OBIS
-17.5735,-149.3685,78.4,French Polynesia,OBIS
-17.3473,-149.14940000000001,109.2,French Polynesia,OBIS
-17.6666,-149.6066,77.5,French Polynesia,OBIS
-17.765,-149.5531,119.5,French Polynesia,OBIS
-17.6515,-149.5577,91.1,French Polynesia,OBIS
-17.7642,-149.623,67.4,French Polynesia,OBIS
-17.3667,-149.5768,67,French Polynesia,OBIS
-17.888,-149.3217,58.4,French Polynesia,OBIS
-17.7446,-149.0609,65.7,French Polynesia,OBIS
-17.4932,-149.1078,93.2,French Polynesia,OBIS
-17.9289,-149.5286,117.2,French Polynesia,OBIS
-17.6262,-149.3536,99.9,French Polynesia,OBIS
-17.5762,-149.646,117.7,French Polynesia,OBIS
-0.6635,-91.3769,122.1,Galapagos / Ecuador,OBIS
-1.0644,-90.8703,131.7,Galapagos / Ecuador,OBIS
-1.1308,-90.9081,129.9,Galapagos / Ecuador,OBIS
-1.1658,-90.6006,65.4,Galapagos / Ecuador,OBIS
-0.8882,-91.0434,98.4,Galapagos / Ecuador,OBIS
-1.0799,-91.4285,128.4,Galapagos / Ecuador,OBIS
-1.1359,-90.9288,71.3,Galapagos / Ecuador,OBIS
-1.0699,-91.3789,94.2,Galapagos / Ecuador,OBIS
-0.7337,-91.2793,68.9,Galapagos / Ecuador,OBIS
-0.608,-91.1156,94.3,Galapagos / Ecuador,OBIS
-1.1608,-91.1126,68.4,Galapagos / Ecuador,OBIS
-0.9949,-91.3443,104.1,Galapagos / Ecuador,OBIS
-1.081,-90.7379,99.1,Galapagos / Ecuador,OBIS
-0.5357,-90.9236,77.6,Galapagos / Ecuador,OBIS
-0.8523,-91.2297,110.9,Galapagos / Ecuador,OBIS
-1.4452,-91.2113,103.1,Galapagos / Ecuador,OBIS
-1.1085,-91.3068,83.2,Galapagos / Ecuador,OBIS
-1.5732,-90.9121,67.3,Galapagos / Ecuador,OBIS
-1.0232,-90.7798,128.5,Galapagos / Ecuador,OBIS
-0.824,-91.1135,79.4,Galapagos / Ecuador,OBIS
-1.2236,-90.7455,115,Galapagos / Ecuador,OBIS
-1.3206,-91.0798,132.4,Galapagos / Ecuador,OBIS
-0.6861,-90.9355,93.5,Galapagos / Ecuador,OBIS
-1.2412,-90.7209,97.5,Galapagos / Ecuador,OBIS
-0.7731,-91.193,117.8,Galapagos / Ecuador,OBIS
-0.9465,-90.9719,92.1,Galapagos / Ecuador,OBIS
-0.7797,-90.8671,112.2,Galapagos / Ecuador,OBIS
-0.7494,-91.1057,108.1,Galapagos / Ecuador,OBIS
-0.715,-90.9628,90.4,Galapagos / Ecuador,OBIS
-33.191,-79.9002,68.2,Eastern Pacific (tropical),OBIS
-33.4261,-79.7036,82.7,Eastern Pacific (tropical),OBIS
-33.4571,-79.7702,64.2,Eastern Pacific (tropical),OBIS
-33.7388,-80.0987,98.2,Eastern Pacific (tropical),OBIS
-33.8026,-79.8477,68.4,Eastern Pacific (tropical),OBIS
-33.6503,-79.6118,90.5,Eastern Pacific (tropical),OBIS
-33.534,-80.1572,97.9,Eastern Pacific (tropical),OBIS
-10.2468,-78.1452,70.1,Eastern Pacific (tropical),OBIS
-9.792,-78.8427,73.4,Eastern Pacific (tropical),OBIS
-10.1988,-78.7243,46.8,Eastern Pacific (tropical),OBIS
1.8851,-157.2657,59.5,Central Pacific,OBIS
2.0176,-157.7261,66.9,Central Pacific,OBIS
1.5045,-157.2199,87.2,Central Pacific,OBIS
2.0557,-157.8328,39.5,Central Pacific,OBIS
1.2729,-157.4856,70.4,Central Pacific,OBIS
1.8574,-157.538,71.4,Central Pacific,OBIS
2.1779,-157.0665,60.9,Central Pacific,OBIS
53.1389,-168.2749,88.7,Central Pacific,OBIS
53.2287,-167.6757,83,Central Pacific,OBIS
52.8617,-168.203,79.2,Central Pacific,OBIS
53.0746,-168.0845,118.7,Central Pacific,OBIS
53.2766,-168.2073,77.7,Central Pacific,OBIS
52.6677,-167.7308,116.1,Central Pacific,OBIS
53.2504,-168.332,101.7,Central Pacific,OBIS
52.6477,-167.815,121.1,Central Pacific,OBIS
52.8753,-167.7558,93.7,Central Pacific,OBIS
-8.8443,160.4058,34.6,Micronesia / W Pacific Is.,OBIS
-9.3723,160.1748,40.6,Micronesia / W Pacific Is.,OBIS
-9.5227,160.6813,68.7,Micronesia / W Pacific Is.,OBIS
-9.2553,160.2574,59.1,Micronesia / W Pacific Is.,OBIS
-9.561,160.2781,33.4,Micronesia / W Pacific Is.,OBIS
-9.3445,160.3284,82.7,Micronesia / W Pacific Is.,OBIS
-18.0861,167.2665,88.1,Micronesia / W Pacific Is.,OBIS / Squidle+
-18.5888,167.9146,142.2,Micronesia / W Pacific Is.,OBIS / Squidle+
-17.8819,167.6535,114.5,Micronesia / W Pacific Is.,OBIS / Squidle+
-18.1279,167.5847,91.2,Micronesia / W Pacific Is.,OBIS / Squidle+
-18.1434,167.356,97.5,Micronesia / W Pacific Is.,OBIS / Squidle+
-17.9991,167.7627,92.8,Micronesia / W Pacific Is.,OBIS / Squidle+
-17.6644,167.2459,116.4,Micronesia / W Pacific Is.,OBIS / Squidle+
-17.9261,167.4475,111.8,Micronesia / W Pacific Is.,OBIS / Squidle+
-17.7896,167.7757,90,Micronesia / W Pacific Is.,OBIS / Squidle+
-17.8427,167.2666,100.7,Micronesia / W Pacific Is.,OBIS / Squidle+
-17.9746,167.5093,75.2,Micronesia / W Pacific Is.,OBIS / Squidle+
-17.8322,167.3077,142.4,Micronesia / W Pacific Is.,OBIS / Squidle+
-18.0346,167.4031,123.9,Micronesia / W Pacific Is.,OBIS / Squidle+
-18.3123,167.4865,123.3,Micronesia / W Pacific Is.,OBIS / Squidle+
-17.9131,167.4529,134.7,Micronesia / W Pacific Is.,OBIS / Squidle+
